posts
"Re-skilling to stay relevant in the new economy with upGrad
The Financial Express
hashtag
#upgrad 
hashtag
#learnfromhome 
hashtag
#datascience 
hashtag
#machinelearning  
hashtag
#management 
hashtag
#artificialintelligence"
"""You may not personally like Excel but it's a powerful tool. If we want to focus on a data-driven culture, we can't say 'you're out if you can't use R or Python'""

Super well said 👏👏👏"
"Looking forward to be at Institute of Product Leadership’s Product Leadership Festival - 
hashtag
#Data edition as a panelist alongside industry leaders and discuss on AI teams, skills, & prospects. Calling 
hashtag
#datascience practitioners to sign up for the event and ask questions on the thread.

Speaker lineup looks exciting and some great topics on 
hashtag
#analytics & 
hashtag
#careers!
hashtag
#businessintelligence 
hashtag
#datascientist 
hashtag
#productmanagement 
hashtag
#technology 
hashtag
#management 
hashtag
#strategy 
hashtag
#machinelearning 
hashtag
#artificialintelligence 
hashtag
#michelin"
Amazing
"Apply below👇🏼

https://lnkd.in/e_J-jpK"
"The emergence of APA “proves the theory that last-generation technologies can no longer keep pace with the amount and types of data, amplify human skills or automate the processes that organizations need to see success,” said Dean Stoecker"
